PCA0,PCA1,PCA2,target
-0.7845209517050145,0.10938896263920865,0.8420755178074286,0
-0.6659884272726756,0.04327731785032608,1.0257043966660766,0
-0.5455324091981133,0.53145157821472,0.2188305324974891,0
-0.5726203941859366,0.4420190141747414,-0.4526172925160758,0
3.0751701944703558,-0.6341774912428888,-0.7695093887653388,0
-0.0442408636007579,-0.15291429738880472,0.8142729249873263,0
-0.15375325407616594,0.317142531516658,-0.19454038118192024,0
-1.2045807378772568,-1.3611180075826954,-0.060678981013829084,0
-0.8025849430595079,-0.185289504850499,-0.3588079441749394,0
1.0848503768354594,-1.1360274940184234,0.44420017907815174,0
0.6111557172180728,0.49487592179419804,-0.5402993468845592,0
-0.3418560179015769,-0.05931882672950971,-0.927296517304221,0
0.44859375647158983,0.43726297808597336,-0.1432485425172481,0
-0.4434539813426222,0.39533500317940273,1.1645111113023279,0
-0.18242419716419683,0.6206038974621422,-0.4420984055633048,0
-0.9549804278357668,0.3310458585176284,0.8509584364849924,0
2.226451504769489,3.837418423126359,-0.3480522353810924,0
-0.4905253124892141,1.2024703451449745,-0.022333751469687,0
-1.0437452243927916,-1.3997398804049697,-0.6030391258153943,0
-0.1126582899635809,-0.2159871446520747,0.034701156089522796,0
-0.3324941658209817,-0.7053031637413734,1.2742995467281417,0
-0.9939082533133029,0.4214823266325529,0.8332859977867954,0
1.8370469131207017,-0.5973868203208857,0.20033416577538338,0
-0.4370753180429316,-1.0792584081474674,0.6306575894105588,0
-0.07866132360350066,-1.3224737463624454,-0.5178386090033864,0
-0.9383398498775635,-0.04147256750458463,0.3605065183840734,0
-0.11487500842195722,2.1154448840850857,-0.19409480868898618,0
-0.8221021891781178,-0.7199539903851233,-0.7809966353446349,0
-0.8323567089683033,-0.3453853743217897,-0.30748107409145975,0
-0.17228095628583834,0.7523119253689442,-0.4688073139334412,0
-1.0207374184000635,-0.2596638687162483,0.36461481697243,0
0.03660801476182744,-0.7835308484323413,-0.5235353931500671,0
3.834371612479077,-1.4685990036192724,0.9062586034986647,0
-0.9474248895122128,-0.5409193512035549,-0.26761044400484985,0
-0.27464360226820084,-0.19185834840979193,-0.053044850410153256,0
-0.7436532380826552,0.2933219613256535,-0.4201774774995026,0
-0.13454662161366204,-0.8861636453705144,-0.31956783347706325,0
1.7538478249032237,-1.3532012915755485,-0.2328513563152277,0
0.17537330580760704,-0.04276608934171774,-1.4083576486323592,0
-0.27142550726641823,0.39101140089530045,-0.9440715447871527,0
-0.6431166169823276,-0.5561847975576731,-0.8468515038683093,0
0.5990701172942209,-0.5756350495280906,0.6475620180478667,0
0.2519826912829507,-0.6639339810457693,-0.6241807956917647,0
-0.37201111918194524,0.5700908538217487,-0.4258416027527709,0
1.2432945971381626,-2.4232266986626225,-0.048020018006486274,0
2.5462143017089125,0.6936905364076447,-0.4466666766567011,0
-0.16478608227300698,-0.009121259839965836,0.6579030991583684,0
-0.05017469977763596,0.4703401540851456,-0.9851901141745434,0
-0.27170430241119214,0.5011222316026089,-1.065072958249102,0
1.5044401928559346,-0.4975212439187254,0.7116097514652651,0
-0.9121090671934072,-0.23960437117533387,-0.30608032185797696,0
-0.29020266083689994,-0.30276390204194903,0.7667008748765717,0
-0.5213655940479285,0.534752191529992,-0.5323689978650854,0
-0.742251546226337,1.7531961994555365,2.617962709589441,0
-0.511985080945289,0.06604039478423546,-1.0142703529991888,0
0.25397185804935896,0.624953620027452,0.5656317360884505,0
-0.8513349309937727,0.3135049889833293,0.13298632789707435,0
-1.1126353572775602,-0.9001103406425697,-0.2144007335735688,0
-0.7166254148338742,-0.6111252645392794,-0.16604629803541526,0
-0.6616537929961176,0.0842751294845474,-0.4408096230922307,0
-0.9005894596113572,-0.8272390162202493,-0.8341167791972703,0
-0.7342495004021686,-0.47266764796879324,-0.1678206010263518,0
-1.2562523461986783,-0.43733768820569013,0.28928877092231864,0
1.5136349343731863,-1.2306149176654722,0.35993546820028094,0
-0.9332934288257138,-0.34666573173243675,-0.250733042457908,0
0.02938054512331696,-0.5490026763133969,-0.7423910217252139,0
-0.21409720310389962,-0.7149659797663884,0.86382704064345,0
-0.8724503030521661,-1.2069238861768548,-0.6805747201003137,0
-1.00801118465242,-0.7871099638855842,-0.17701157181658875,0
-1.278247571856856,0.37436798274090505,1.3493856659490255,0
1.4608936921912594,-1.3192169569108738,0.3174487793911302,0
-1.288330899537772,-0.07058199770899796,0.8652642087538829,0
-0.8131570343389226,-0.20119685554668681,-0.35021084380870987,0
-0.3854463027178492,-0.6412426355357632,-1.3925377424915089,0
0.9461694726342152,-0.03953427946121354,-0.9575548226724535,0
1.2068728886853555,1.5812840636040566,0.6095688146912683,0
0.5454947218250514,2.0874179160230817,0.2268085667051014,0
2.9256515657341073,2.5071721318453983,-0.13845485845939948,0
0.4170367796970122,-0.8523481378695227,-1.2673371054994615,0
-0.622111882432961,-0.901693921136132,-0.5991831983140791,0
2.1986834100087917,-2.2396730444251203,0.4032321240947098,0
-0.7048999228958502,-0.009074266531175375,0.3208212437187611,0
-0.955220992674838,0.03642651995070028,0.1703205590554465,0
0.1368401004992191,0.7677920894931418,-1.66576347514929,0
-0.15197634633970167,-0.2525737157213326,-1.4116876229034314,0
-1.1056218020891926,-0.09400083833101176,0.2467352904319962,0
-0.7736861511255239,-0.5608419853828894,-0.8984633805694135,0
0.26780512982893095,1.6424810426143106,-0.5980016815912551,0
3.358037130261498,1.05706096029463,0.1264369916747524,0
1.2431128856037519,0.5254658844549494,1.220576615349253,0
-0.37268171520644894,-1.7079057106726179,0.7880802227724841,0
-1.0371018602816013,-0.11070817261738435,0.3055768295944144,0
0.08594237845268747,-0.21540577222745264,-0.6688364736951974,0
-0.9275002933073209,-0.4437023500949385,-0.3065581903406052,0
3.544108094644574,-0.18720267793329387,-0.06368874367224604,0
-0.8393375879175142,-0.04703276506997894,-0.3864156697191158,0
-0.7367257394388186,-0.3088777167299975,-0.2522714026878716,0
-0.6711694863980194,-0.17083516397877335,-0.26553200363081325,0
-0.6963819185334763,0.26482153417244714,-0.4033292438657089,0
-0.03241449015458746,0.6769653203946887,-0.9797234840771389,0
-1.1023551162421865,-0.6463423753033257,-0.26228874815887304,0
-0.5908680473968265,-0.001093436897147454,0.43636297402624624,0
-0.4530284050761644,0.12329005150492967,-0.988076997379012,0
-0.6681787007429087,0.5656642210500655,0.1813593051707769,0
-0.55558631258656,0.11696704691838218,-0.3518279679438112,0
0.26931421906851827,1.5105530310355872,-0.4236338090925842,0
-0.7628622115157598,0.41475087275261413,0.7823738603877074,0
-0.4588669986387015,0.17229596305660455,-0.23357100523393345,0
-0.9020544115713679,-0.5584250812503867,-0.2105543312251817,0
-0.3090288523484026,1.3450259228170378,-0.024241786865825874,0
0.3915133507989315,1.280427016935528,0.372815248886694,0
1.8173667764198616,-2.1126681272224084,-0.6047206918096394,0
-0.5266340235292218,0.6948837403683699,0.23166965344699708,0
0.42770414924562117,0.4976196782320276,-0.9213355507521555,0
-0.9438341256114341,0.274424408035739,0.22730966698335794,0
0.4253571050648723,1.3210658018499668,-0.511287920240732,0
-0.7864080142029718,1.5271981268561579,1.1381193715461717,0
3.1930263854491105,-1.7126484772826023,0.6876648351470295,0
1.0813333796666906,-0.9314722320350937,-0.3851715096390503,0
-1.0427261616346344,0.1456299273676142,0.2028755800299225,0
-1.0938100729038394,1.2248199614356918,2.5213071527882183,0
-1.1733045887430626,-0.6944967624459246,0.47172056820892355,0
-0.025716611993482144,-0.551591537011483,-0.45562510982303334,0
-0.8838476794269264,0.27683674751744575,0.23888458798811701,0
-0.5817505953066595,-0.564864444696919,-1.4775311400470026,0
-0.9928251710510893,-0.9182390734697649,-0.12997774012588784,0
-0.7082631913175927,0.7694150316575065,1.5620245478960382,0
-0.6981923770011516,1.3690735867328503,0.5394714894131052,0
-0.7730931413387556,-0.5794522913541986,-0.17305725279002523,0
-0.3113272645784652,-0.04094592501445503,1.022543478663748,0
-1.0434497770412403,0.6197513967994547,0.6753459492127365,0
1.3993568519922874,-2.774302864073877,-0.48285243526262717,0
-0.7371778607066201,-0.21707779264345128,-0.23523273834198735,0
0.2116064043755993,1.2230947042968836,-1.1036892139908236,0
-0.5956663871626294,-0.4351739191910152,-0.8578175922681619,0
3.8441483674334047,-0.18699756604022208,1.8722019223690085,0
-0.2074268238694653,-0.5840159379416366,0.5473749287091774,0
-0.6809850957577499,0.42243329110466216,-0.4883488947709239,0
0.08056159582530964,-1.1080908952488893,0.04947794548947196,0
-1.1879517570875615,-0.4779964872357441,0.3076390638786011,0
0.2444282296702755,0.4217767983803922,-2.1682412964752023,0
-0.01541132791814239,-1.1618963249261136,-1.803668291662187,0
-1.0042725802111514,-0.8137366871798453,0.43827347208693535,0
0.6040986427574729,2.27765388667072,-1.372590925338173,0
-0.3069608542838941,1.66010552551124,-0.08468475679168916,0
-1.2626636958695694,1.4553502039115003,2.46693982096865,0
1.3680309737318341,0.9971493125006077,-0.5936542677456843,0
-0.427253709560015,0.200185182407813,-0.9850407026987319,0
1.7076597698533518,1.1244989112837238,-1.5408151221420707,0
0.329692087701011,1.7788124155320006,-0.6351794469465786,0
0.10233912974423036,1.5011866072419107,-1.2425145909810895,0
-1.0084572899257187,-0.6364154282268744,-0.2577196994060531,0
-0.4484068884597749,0.02610207408014888,-0.1795481525368612,0
-0.47992524273319537,-0.09103957470451678,-0.8887407240384716,0
-1.1727771920614667,-0.5750654006552037,0.37078908091113627,0
-0.8887463612318042,0.286595481353068,0.18871191666905426,0
-0.8396881685242492,0.22306225092762572,0.19669632821107041,0
-0.7158126930856797,0.7174504125833713,0.10345827156757129,0
-0.7713391735990685,-0.36233005180348715,-0.27456516846924617,0
1.7486097506967515,-1.2310790251856432,-0.24394869637357017,0
0.03651082109176039,1.1610755172697567,-0.5364493791021246,0
-0.8676904919582312,-0.9994816284615454,-0.6913190019557067,0
1.4469947475033695,-0.7747128060129118,0.6099866988811933,0
-0.9229318551855479,-0.2575154980992719,-0.29907682988308854,0
-0.10697197559694899,1.209396571853461,-0.4993279857832673,0
0.7218015151141199,-1.5594469382018263,1.6444616352186392,0
-0.43858410093357103,-0.3935426322050232,0.4885869397031654,0
-0.2622304070508704,0.10830356059073903,-0.8227746387085981,0
3.7669670145558345,-0.9677454769398962,0.033614968972868316,0
1.2817211415731253,-1.7725436768847491,0.4950312335832749,0
-0.4792437298111926,0.08766601411613983,-0.9807625874343951,0
-0.07731017210842646,-0.8922273155607912,-0.6691837213102704,0
-0.4675324585780111,-0.5717990624403217,-0.12412712356239188,0
-0.8634457817876492,-0.8381777455526914,-0.8052619710464066,0
0.6052681682130846,0.6410692746075135,0.7628368951255918,0
-0.4846706908109215,0.35610001423307347,0.8984390944689107,0
0.28334749688576116,0.591228023363702,0.3007425948418886,0
2.2043971303939633,-0.6465982890826395,-0.842134896348744,0
-0.04988324089141078,-1.4011022567134161,0.27221088668145027,0
-0.6939745453632115,-0.5241722589132889,-0.14750172558118596,0
